Frame,L5S1 Lateral Bending,L5S1 Axial Bending,L5S1 Flexion/Extension,L4L3 Lateral Bending,L4L3 Axial Rotation,L4L3 Flexion/Extension,L1T12 Lateral Bending,L1T12 Axial Rotation,L1T12 Flexion/Extension,T9T8 Lateral Bending,T9T8 Axial Rotation,T9T8 Flexion/Extension,T1C7 Lateral Bending,T1C7 Axial Rotation,T1C7 Flexion/Extension,C1 Head Lateral Bending,C1 Head Axial Rotation,C1 Head Flexion/Extension,Right T4 Shoulder Abduction/Adduction,Right T4 Shoulder Internal/External Rotation,Right T4 Shoulder Flexion/Extension,Right Shoulder Abduction/Adduction,Right Shoulder Internal/External Rotation,Right Shoulder Flexion/Extension,Right Elbow Ulnar Deviation/Radial Deviation,Right Elbow Pronation/Supination,Right Elbow Flexion/Extension,Right Wrist Ulnar Deviation/Radial Deviation,Right Wrist Pronation/Supination,Right Wrist Flexion/Extension,Left T4 Shoulder Abduction/Adduction,Left T4 Shoulder Internal/External Rotation,Left T4 Shoulder Flexion/Extension,Left Shoulder Abduction/Adduction,Left Shoulder Internal/External Rotation,Left Shoulder Flexion/Extension,Left Elbow Ulnar Deviation/Radial Deviation,Left Elbow Pronation/Supination,Left Elbow Flexion/Extension,Left Wrist Ulnar Deviation/Radial Deviation,Left Wrist Pronation/Supination,Left Wrist Flexion/Extension,Right Hip Abduction/Adduction,Right Hip Internal/External Rotation,Right Hip Flexion/Extension,Right Knee Abduction/Adduction,Right Knee Internal/External Rotation,Right Knee Flexion/Extension,Right Ankle Abduction/Adduction,Right Ankle Internal/External Rotation,Right Ankle Dorsiflexion/Plantarflexion,Right Ball Foot Abduction/Adduction,Right Ball Foot Internal/External Rotation,Right Ball Foot Flexion/Extension,Left Hip Abduction/Adduction,Left Hip Internal/External Rotation,Left Hip Flexion/Extension,Left Knee Abduction/Adduction,Left Knee Internal/External Rotation,Left Knee Flexion/Extension,Left Ankle Abduction/Adduction,Left Ankle Internal/External Rotation,Left Ankle Dorsiflexion/Plantarflexion,Left Ball Foot Abduction/Adduction,Left Ball Foot Internal/External Rotation,Left Ball Foot Flexion/Extension
867,5.84148961,-4.383397106,-17.18431927,2.567608082,-1.998620568,-13.40096388,2.56740195,-1.998885425,-7.580534531,2.089695315,-1.261493886,0.162537081,-5.893328372,-7.081280105,43.50090908,-10.42726912,-12.98236823,45.55943064,0.06738593,-1.543203736,-36.60862925,9.778274358,1.42636727,-8.474938176,-6.91356441,104.8913251,-6.903883686,-1.287011798,-4.785883624,-27.39472213,-23.04816762,2.992390692,-35.27380939,7.307044518,5.950525435,4.450700202,10.36656947,104.8437708,-12.052293,5.404409461,12.46039218,-29.89843248,4.114585967,-17.07398548,47.51686668,-1.47183094,-2.019757235,37.98561834,-8.011791449,23.37227476,4.007203744,0,0,0,-3.767580653,1.092862254,71.77280825,-27.97259329,0.965067714,66.57527742,-21.53950797,17.45022502,3.529153547,0,0,0
868,5.842832225,-4.335292606,-17.16348855,2.56835915,-1.977465171,-13.39237971,2.568141863,-1.977724895,-7.571950432,2.088339528,-1.245699543,0.168924279,-5.932316407,-6.970375337,43.33853461,-10.52052323,-12.77467599,45.25034187,0.014978935,-1.40499275,-36.52579097,9.928625282,1.093169531,-9.15869664,-7.375105763,104.7000669,-6.904737112,-0.668921059,-4.910679604,-27.82986953,-22.9676576,2.93297628,-35.17970815,7.304212393,5.016604262,3.711378647,10.49979016,105.4652901,-11.55951627,6.093938572,12.66501656,-30.07816773,3.69155933,-17.01256493,46.9497949,-1.472443463,-2.139788875,38.17997531,-7.500387823,22.9150409,4.662078517,0,0,0,-3.541238432,1.008395381,71.35070343,-26.77027359,0.645028677,64.95937433,-21.75911349,17.21667571,3.375230032,0,0,0
869,5.845391108,-4.265368911,-17.13271184,2.569754325,-1.946729034,-13.37967997,2.5695371,-1.946986768,-7.559249096,2.086619005,-1.222732957,0.178381206,-5.983674215,-6.850546491,43.14727363,-10.6386875,-12.54909748,44.88788337,-0.0493902,-1.278217203,-36.41582919,10.0665643,0.769514575,-9.888242644,-7.789406784,104.706473,-6.844307635,-0.101901635,-5.323756252,-28.30815493,-22.87689995,2.867425496,-35.07683948,7.294035301,4.001660475,2.906441741,10.61914905,106.2889474,-10.96856335,6.9746722,12.85013727,-30.39348378,3.265900942,-17.0766933,46.39666579,-1.387087524,-2.158787749,38.35441021,-7.000317629,22.45035946,5.301025268,0,0,0,-3.324822446,0.885751962,70.88955615,-25.63551069,0.555142401,63.29236236,-21.77755361,16.49447761,3.418732891,0,0,0
870,5.837721161,-4.212101294,-17.14011442,2.566882468,-1.922887762,-13.38380835,2.566684144,-1.923152557,-7.56337927,2.082406298,-1.205218544,0.175204296,-6.014986811,-6.748280947,43.03088245,-10.7106706,-12.35772145,44.6636603,-0.081861297,-1.192167398,-36.34859617,10.16293201,0.504524747,-10.55985196,-8.115010164,104.7760233,-6.790828668,0.30210539,-5.627082973,-28.59918875,-22.78998891,2.85625542,-35.02213111,7.260722275,3.103239217,2.1865695,10.73561112,106.9426154,-10.49321274,7.433419999,12.9803493,-30.5542395,2.928587413,-17.16468444,45.85246021,-1.376889137,-2.017863108,38.51605933,-6.445212431,21.87213121,5.961399292,0,0,0,-3.241665436,0.836030621,70.37786864,-24.50371223,0.350250723,61.5232941,-21.81871283,15.61269749,3.509172691,0,0,0
871,5.810427739,-4.199039608,-17.22751712,2.555748909,-1.915864554,-13.42308385,2.55557209,-1.91614231,-7.602657588,2.073632075,-1.200819377,0.145657997,-6.008914372,-6.684063998,43.07774537,-10.69587987,-12.2427115,44.74248313,-0.04554796,-1.188995657,-36.37175774,10.18718048,0.341412024,-11.11676528,-8.290939641,104.8972235,-6.76891822,0.416707845,-5.634549635,-28.52281996,-22.71397413,2.954119779,-35.06343936,7.185865227,2.432539351,1.648689122,10.87403581,107.203772,-10.27225627,7.040946854,13.04078747,-30.36942298,2.764514393,-17.25217896,45.29598381,-1.542502228,-1.590874387,38.64319114,-5.764507227,21.0710302,6.683540115,0,0,0,-3.397021696,0.950574281,69.82177791,-23.35711754,-0.085638883,59.64160329,-21.97248506,14.5577354,3.65026632,0,0,0
872,5.772540538,-4.202440661,-17.35297555,2.54011362,-1.915643219,-13.4791248,2.539937444,-1.915918709,-7.658699093,2.062122075,-1.201795436,0.103529339,-5.983730171,-6.637785619,43.19975255,-10.63847888,-12.16400192,44.96067116,0.024261449,-1.224948348,-36.43783192,10.17225894,0.23830491,-11.61455352,-8.378359778,105.0809588,-6.752508577,0.367707364,-5.530365076,-28.25748262,-22.64372905,3.105836586,-35.15262549,7.093556648,1.87806104,1.197224696,11.01957013,107.2934987,-10.16740781,6.223473733,13.04603916,-30.03843432,2.687102146,-17.36546461,44.74933013,-1.780047309,-1.001434505,38.76122446,-5.018593049,20.16190782,7.416394912,0,0,0,-3.684338742,1.140862211,69.21385242,-22.18809133,-0.63255879,57.67446976,-22.13407835,13.33757622,3.835769753,0,0,0
873,5.740637783,-4.190063938,-17.43908789,2.526832709,-1.90890259,-13.51784821,2.526635827,-1.90916325,-7.697418986,2.051706472,-1.197767718,0.074390277,-5.960794808,-6.575488553,43.23608192,-10.59558904,-12.05213256,45.01801439,0.062298507,-1.200847883,-36.47332182,10.18471234,0.117384892,-12.11816281,-8.518400198,105.2262419,-6.733421438,0.425481699,-5.468562259,-28.10346751,-22.57450203,3.207032172,-35.20262072,7.033674294,1.303137733,0.69411459,11.128074,107.5045683,-9.976334753,5.652356055,13.01691671,-29.85160674,2.530529234,-17.47790091,44.27270363,-1.946008814,-0.565014771,38.94600375,-4.344130339,19.37066891,8.067122978,0,0,0,-3.90976168,1.246682135,68.52407697,-20.93743102,-1.268445022,55.63999582,-22.26433501,12.30789068,3.921987414,0,0,0
874,5.724174702,-4.145682452,-17.43306327,2.519735457,-1.889113228,-13.51595096,2.519514981,-1.889369592,-7.695516018,2.044622295,-1.183662005,0.075723347,-5.947028094,-6.475016937,43.08858602,-10.59030445,-11.86128584,44.7304697,0.031646594,-1.04222426,-36.42746873,10.26404093,-0.034209603,-12.66496319,-8.793180787,105.2799546,-6.711637996,0.735902996,-5.542722138,-28.22472123,-22.51000407,3.188522239,-35.15231465,7.006095648,0.639937711,0.072400774,11.21481651,107.9728648,-9.624224764,5.706388252,12.93201686,-29.98477355,2.195532169,-17.57374003,43.88899514,-1.943165822,-0.445610225,39.2410786,-3.84661402,18.82334965,8.586969516,0,0,0,-3.977647462,1.146521945,67.72392115,-19.56284093,-2.077125794,53.55717356,-22.38967811,11.70325693,3.813794661,0,0,0
875,5.713710494,-4.085591135,-17.38789092,2.515084952,-1.862823929,-13.49683996,2.514866974,-1.863082113,-7.676405315,2.038774821,-1.164578287,0.089957005,-5.934182218,-6.358939002,42.85540444,-10.5955203,-11.63636169,44.2821342,-0.032858865,-0.824937928,-36.35089829,10.36970206,-0.204649277,-13.21807297,-9.120211931,105.2959644,-6.687873369,1.153802069,-5.659109958,-28.4574332,-22.44454942,3.119574426,-35.06302854,7.005716624,-0.044103252,-0.601990995,11.26176632,108.5624525,-9.186663655,6.007059439,12.81592395,-30.25990903,1.782902303,-17.66836199,43.57382845,-1.871297231,-0.482966613,39.59899056,-3.433014415,18.38600066,9.037751891,0,0,0,-3.987919544,0.955881246,66.8447107,-18.10122042,-2.955936505,51.41637067,-22.50366653,11.29299883,3.615286633,0,0,0
876,5.698445508,-4.026733498,-17.38497515,2.508747434,-1.836546822,-13.49652146,2.508558011,-1.836805625,-7.676092399,2.031761093,-1.145569618,0.090080296,-5.921831906,-6.260197893,42.67010598,-10.59517762,-11.44488901,43.92499461,-0.088360037,-0.675733912,-36.32155977,10.44829255,-0.434497245,-13.73119632,-9.393271726,105.3332505,-6.656623532,1.513826536,-5.687177061,-28.60864428,-22.35936684,3.103678067,-35.03156452,7.073727905,-0.682698975,-1.270106965,11.1717731,109.1573582,-8.688170261,6.093227038,12.7681437,-30.42846599,1.427363935,-17.78053591,43.31752012,-1.88325031,-0.505379606,39.95759805,-2.947995349,17.89246811,9.499276979,0,0,0,-4.03884054,0.870174581,65.94654031,-16.6255855,-3.609500886,49.18183739,-22.52369914,10.73996972,3.478172092,0,0,0
877,5.672091914,-3.975688468,-17.47003398,2.498242163,-1.812663957,-13.53524997,2.498071694,-1.812924501,-7.714824854,2.021945115,-1.128549553,0.060904344,-5.922290808,-6.195883191,42.59810138,-10.60489483,-11.32331005,43.78395879,-0.112815408,-0.665743043,-36.38301703,10.46019911,-0.801703378,-14.18240242,-9.536860123,105.4274686,-6.610526854,1.757487494,-5.539861415,-28.57766538,-22.23787007,3.1914484,-35.11662255,7.254455155,-1.22328195,-1.906065704,10.84868012,109.7256324,-8.105288343,5.6609025,12.87450008,-30.33901952,1.20173446,-17.95454717,43.13441795,-2.047681436,-0.417657956,40.29663415,-2.306700284,17.23821538,9.994020672,0,0,0,-4.164310324,1.017691255,65.06198135,-15.20317832,-3.877590622,46.79127607,-22.38467,9.804553781,3.514180813,0,0,0
878,5.641498098,-3.926083219,-17.59735097,2.486193001,-1.788927227,-13.59274968,2.48602062,-1.789187179,-7.772324584,2.01100678,-1.111693729,0.017649015,-5.924670839,-6.148441525,42.57393868,-10.61276194,-11.23569731,43.73390967,-0.12606129,-0.723069055,-36.4917961,10.44599207,-1.227948708,-14.59350787,-9.627050024,105.542492,-6.557154734,1.941435802,-5.302738207,-28.46365971,-22.09803983,3.332015238,-35.25934205,7.503998131,-1.719723981,-2.540099589,10.38724682,110.2924662,-7.465938623,5.014694011,13.04514429,-30.14114567,1.03207729,-18.14697615,43.01127388,-2.294619343,-0.312254728,40.638778,-1.592818089,16.53128216,10.49858883,0,0,0,-4.3245039,1.274682799,64.15552114,-13.77390495,-3.93458535,44.29172935,-22.135963,8.738802396,3.584826331,0,0,0
879,5.61595785,-3.875665809,-17.71116913,2.476237299,-1.765026379,-13.64420653,2.47605525,-1.765281834,-7.823777557,2.001581203,-1.094551402,-0.021056103,-5.894797834,-6.099144358,42.53501193,-10.56407872,-11.14286525,43.65231258,-0.147307956,-0.759567325,-36.59484783,10.47331549,-1.518916006,-14.98371166,-9.784337705,105.6290832,-6.514374462,2.074637207,-5.103331656,-28.37355757,-21.97385834,3.476607823,-35.38039876,7.731998753,-2.265262502,-3.196911688,9.978500657,110.8314293,-6.870478203,4.60937487,13.12554067,-30.03298398,0.832673964,-18.24435399,42.89804319,-2.569360814,-0.296301827,40.9860249,-0.901548281,15.92600716,11.02179142,0,0,0,-4.506501501,1.461081133,63.18470855,-12.22406559,-3.985681984,41.81102674,-21.87878701,7.94044946,3.476471507,0,0,0
880,5.596712959,-3.825631762,-17.78763389,2.468722302,-1.741764424,-13.67901324,2.468539732,-1.742016736,-7.858583239,1.993998707,-1.077741467,-0.047262427,-5.80107855,-6.040255579,42.44559808,-10.40559455,-11.02744182,43.46834558,-0.181358599,-0.733242582,-36.67362113,10.57024043,-1.541556432,-15.34719369,-10.06195722,105.6565699,-6.496207323,2.146897784,-5.033863891,-28.36648001,-21.8892101,3.6190249,-35.4529382,7.891354308,-2.926175508,-3.90030932,9.734974605,111.3326744,-6.36051223,4.719509179,13.0162778,-30.1323532,0.568220633,-18.16373561,42.75768451,-2.913091478,-0.43216321,41.31524329,-0.219597901,15.46100552,11.59320343,0,0,0,-4.693936852,1.478076611,62.10626853,-10.49979476,-4.113273299,39.37087366,-21.63457208,7.644493917,3.075855925,0,0,0
881,5.582308212,-3.774892284,-17.85064318,2.463234367,-1.718374518,-13.7078083,2.46305605,-1.718626613,-7.887379792,1.987904936,-1.060685889,-0.068951987,-5.674810013,-5.980670204,42.34195685,-10.18983119,-10.90889733,43.25424745,-0.223843704,-0.686200871,-36.74654884,10.7095235,-1.429000915,-15.68856808,-10.40609053,105.6561799,-6.487796607,2.169898338,-5.00300321,-28.38482863,-21.82005254,3.765308247,-35.50409031,8.024734934,-3.636978238,-4.624622607,9.54707882,111.8113419,-5.89200667,5.070207595,12.8213238,-30.32440092,0.274221916,-17.98766862,42.62670946,-3.288370574,-0.655351431,41.64610267,0.438312605,15.0976667,12.18501938,0,0,0,-4.907734226,1.423092548,60.96567358,-8.660511932,-4.216106482,36.95033273,-21.40929276,7.61481362,2.523080279,0,0,0
882,5.577921094,-3.717828483,-17.91603792,2.462261587,-1.692202995,-13.73764325,2.462087046,-1.692457017,-7.917214446,1.984926424,-1.041154478,-0.091398681,-5.576173927,-5.926219407,42.26905451,-10.02045826,-10.80231445,43.10136347,-0.280776051,-0.656835338,-36.81596275,10.87512607,-1.386725834,-16.04381141,-10.77603944,105.6715356,-6.465461863,2.186994985,-4.863258166,-28.3607387,-21.72807122,3.885422938,-35.53563018,8.179494986,-4.292334286,-5.319974141,9.27260575,112.2819348,-5.436633027,5.294331476,12.69970447,-30.45344093,-0.029080102,-17.85148324,42.56530615,-3.523122267,-0.885317663,42.04417868,0.934064548,14.8689698,12.72019811,0,0,0,-5.191874443,1.411185944,59.85373808,-6.760110309,-4.219681866,34.61948471,-21.29189121,7.532771364,1.998333932,0,0,0
883,5.59157492,-3.66163283,-17.99675097,2.46945554,-1.666347067,-13.77410464,2.469287313,-1.666604575,-7.953676408,1.988075789,-1.021101391,-0.118762856,-5.541000076,-5.885517069,42.25485713,-9.95909614,-10.72619687,43.06667218,-0.35513656,-0.673731854,-36.88355744,11.08450833,-1.520738901,-16.43472093,-11.18114719,105.7282144,-6.411052843,2.185288242,-4.473719232,-28.22139965,-21.59605369,3.970879332,-35.54430312,8.387985942,-4.85259109,-5.955169791,8.82768264,112.7651762,-5.008579255,5.237446947,12.76121112,-30.44001107,-0.342904699,-17.8583558,42.60975659,-3.487479151,-1.121521516,42.54370846,1.168871946,14.81594236,13.17020848,0,0,0,-5.620897309,1.413597378,58.81252518,-4.679597912,-3.984615423,32.43467983,-21.39885996,7.255762283,1.578638417,0,0,0
884,5.615161801,-3.599243502,-18.07972439,2.481116426,-1.637752598,-13.81156354,2.480955261,-1.638011241,-7.99113787,1.994308662,-0.998599813,-0.146859366,-5.534002338,-5.848750854,42.27088134,-9.945451029,-10.66000593,43.09177822,-0.44383004,-0.708490363,-36.94765253,11.31867493,-1.726337851,-16.84126633,-11.61220688,105.8008834,-6.344625193,2.173960056,-3.97501553,-28.04080168,-21.44087406,4.030671092,-35.5330876,8.624064312,-5.356568006,-6.562822927,8.295161572,113.2376447,-4.597201947,5.0541666,12.89509102,-30.36088165,-0.666515386,-17.90712691,42.72438658,-3.311876057,-1.370192437,43.11174143,1.241552452,14.8913467,13.56281401,0,0,0,-6.117204838,1.465863797,57.7980282,-2.542996272,-3.649734685,30.33082412,-21.61208214,6.919012495,1.188389729,0,0,0
885,5.629929018,-3.503535558,-18.14190625,2.488821851,-1.594504919,-13.84029526,2.488657384,-1.594761698,-8.019866857,1.996249032,-0.965570491,-0.168476161,-5.508833159,-5.793711379,42.27699191,-9.900422452,-10.55949215,43.09434068,-0.543781475,-0.714000962,-37.00565954,11.50684545,-1.892409536,-17.23713718,-12.00039302,105.8567627,-6.299905796,2.233682437,-3.641264777,-27.96962327,-21.27518454,4.061011826,-35.51315599,8.849473042,-5.81674836,-7.189324453,7.781777265,113.6464903,-4.136427822,4.843355049,12.93183818,-30.29045021,-0.977865865,-17.82702961,42.86060706,-3.212725888,-1.559482604,43.7144457,1.311498846,14.9944974,13.90496907,0,0,0,-6.489673571,1.775972527,56.76786886,-0.745037134,-3.585299386,28.21487083,-21.66315767,6.624485584,0.763147852,0,0,0
886,5.627288266,-3.33876638,-18.16656791,2.488831412,-1.520844529,-13.85342304,2.488660618,-1.521100657,-8.032985424,1.989697243,-0.910646427,-0.178522782,-5.436100761,-5.706611259,42.26107595,-9.772248458,-10.3979249,43.04741721,-0.659807356,-0.662222875,-37.05208985,11.60455831,-1.945478554,-17.61031878,-12.29809774,105.8675962,-6.296878689,2.416508794,-3.659762305,-28.11327171,-21.09438596,4.050542432,-35.48156962,9.026185422,-6.19825232,-7.860874045,7.347134691,113.928308,-3.563934307,4.561885179,12.77225325,-30.25751439,-1.245690419,-17.52342478,43.00705204,-3.299080612,-1.655591178,44.35913751,1.426881238,15.15697825,14.15275199,0,0,0,-6.6426184,2.502403794,55.69860565,0.542930214,-4.10745743,26.03777468,-21.34759983,6.473415714,0.24757965,0,0,0
887,5.615793637,-3.140432301,-18.17093555,2.484950593,-1.432420268,-13.85809329,2.48478992,-1.432676455,-8.037655015,1.978928487,-0.845110519,-0.182302369,-5.345024443,-5.601581548,42.23528221,-9.612074327,-10.20281902,42.97865156,-0.787275195,-0.58110538,-37.09245317,11.65692138,-1.957753529,-17.97182236,-12.55282994,105.8620079,-6.313690373,2.673675247,-3.844896343,-28.36543841,-20.90267385,4.010637885,-35.44153572,9.1925309,-6.536646861,-8.549415159,6.932140665,114.1466605,-2.939009223,4.254234594,12.51567987,-30.23305568,-1.503887292,-17.09156133,43.17426028,-3.460629167,-1.687107663,45.03859162,1.541972349,15.34745613,14.34972458,0,0,0,-6.659411287,3.475782292,54.60859649,1.550123451,-4.95076894,23.87876394,-20.86977621,6.371914599,-0.307879697,0,0,0
888,5.602561426,-2.988223526,-18.18271801,2.480094361,-1.364437111,-13.8654895,2.479953618,-1.364693016,-8.045061678,1.969275209,-0.794874568,-0.188083521,-5.277014531,-5.498594755,42.19586519,-9.494619949,-10.01163468,42.88760702,-0.90891883,-0.507389431,-37.14085535,11.72805831,-2.036395247,-18.32928365,-12.8378951,105.8927733,-6.321165551,2.94002128,-3.909401324,-28.55700095,-20.72598352,3.971167549,-35.41357733,9.421123965,-6.951568512,-9.221081791,6.465133013,114.4399925,-2.37774288,4.151614917,12.2927022,-30.2049844,-1.827577385,-16.64484594,43.34466998,-3.585783177,-1.673606456,45.69638808,1.674148023,15.3722867,14.63438989,0,0,0,-6.618734744,4.409889265,53.52021054,2.464641114,-5.618794312,21.83244943,-20.57348644,6.128244685,-0.814638897,0,0,0
889,5.586482693,-2.934399888,-18.21576646,2.473517758,-1.34000659,-13.88103451,2.473389572,-1.340262768,-8.060617717,1.962237833,-0.777199589,-0.199859952,-5.251457102,-5.400213288,42.13311832,-9.45564084,-9.828865246,42.75825968,-1.01377866,-0.454537214,-37.21337572,11.84948608,-2.246893479,-18.6814074,-13.20321527,105.9902507,-6.300874632,3.200132829,-3.675494388,-28.58805573,-20.57748284,3.93630583,-35.41240662,9.775783279,-7.55054733,-9.858895658,5.889627026,114.9154382,-1.948308422,4.472144781,12.14480454,-30.15793334,-2.256698691,-16.23408039,43.52047693,-3.625525924,-1.598521821,46.3271161,1.834837662,15.10719397,15.0888339,0,0,0,-6.540756135,5.264095991,52.41811819,3.313322201,-5.8705264,19.87323987,-20.68761732,5.574411181,-1.279774688,0,0,0
890,5.568444471,-2.926772424,-18.2557053,2.465814166,-1.336055995,-13.89900389,2.465686125,-1.336311654,-8.07858801,1.956180133,-0.774871345,-0.21339192,-5.248715057,-5.303758445,42.05652957,-9.458706417,-9.64928001,42.60585713,-1.112533716,-0.408855803,-37.29412845,11.98892989,-2.524751276,-19.0301928,-13.59858912,106.1248433,-6.274620896,3.467920691,-3.317925434,-28.55693357,-20.44414732,3.901341272,-35.42325322,10.18883605,-8.229449702,-10.48504188,5.263063595,115.4672197,-1.586739575,4.997641577,12.03398762,-30.10976689,-2.750142307,-15.80875335,43.69833506,-3.631906503,-1.479537945,46.9361664,2.017276341,14.67728056,15.62825575,0,0,0,-6.402798109,6.078491727,51.32270266,4.032841445,-5.956336355,17.99913459,-20.98142703,4.865662899,-1.687931932,0,0,0
891,5.558839102,-2.88839414,-18.28785412,2.461972773,-1.318543964,-13.91381389,2.461836762,-1.318798002,-8.093386097,1.951769492,-0.762109282,-0.224559796,-5.251953692,-5.221182457,41.99120519,-9.471102601,-9.495521139,42.47656242,-1.22053593,-0.366592877,-37.34932623,12.11476377,-2.782569251,-19.38826565,-13.94655074,106.2592239,-6.272556354,3.726669454,-3.077690141,-28.59192136,-20.31267582,3.882861039,-35.42235374,10.53690027,-8.788465556,-11.12178113,4.683646672,115.9135679,-1.208520541,5.304001122,11.96887971,-30.09632389,-3.260271167,-15.32960297,43.85064165,-3.645349481,-1.389695462,47.48302914,2.207447435,14.26304326,16.14190403,0,0,0,-6.233589734,6.692387109,50.31121689,4.640708486,-6.099851001,16.32827434,-21.10452294,4.291579027,-1.923718237,0,0,0
892,5.562797707,-2.786666627,-18.30932421,2.464476924,-1.273011764,-13.92462211,2.464342973,-1.273264021,-8.104190173,1.949583934,-0.727923079,-0.23278546,-5.258220983,-5.16154091,41.95397,-9.486181463,-9.385072463,42.40210345,-1.351595065,-0.324000974,-37.3562003,12.19927509,-2.992406058,-19.77353047,-14.18601041,106.3793789,-6.315883157,3.988685911,-3.093897576,-28.7717239,-20.17508469,3.896072996,-35.3947513,10.76911985,-9.114611013,-11.7946784,4.187009256,116.1644174,-0.750125263,5.130983258,11.99071648,-30.14219578,-3.801086018,-14.7597758,43.94335381,-3.676263088,-1.366758923,47.90477665,2.420482067,13.9125591,16.61645221,-0.307578559,0.006509401,0.038159614,-6.043273863,6.994758508,49.40496806,5.127649185,-6.398592659,14.88021984,-20.8727861,3.989660141,-1.867574409,0,0,0
893,5.575258224,-2.654125875,-18.32313901,2.470901055,-1.213891906,-13.93239603,2.470777054,-1.214144269,-8.111970435,1.949106171,-0.683278644,-0.238770865,-5.270902355,-5.115584704,41.9281134,-9.51173935,-9.300334779,42.35068449,-1.492214843,-0.285325119,-37.33752639,12.27026758,-3.182067535,-20.16765675,-14.37752792,106.4985408,-6.380973329,4.243685031,-3.230392301,-29.01877577,-20.03933637,3.925969443,-35.35534839,10.94073678,-9.317207249,-12.47302484,3.739282996,116.3092742,-0.268600596,4.737831002,12.05545023,-30.21981176,-4.358275384,-14.13470595,44.00723954,-3.713195846,-1.373124264,48.26426226,2.639617589,13.57787434,17.06544859,-0.615213331,0.013085694,0.07588705,-5.838713177,7.096511346,48.5829489,5.487053805,-6.759066004,13.62837375,-20.46782712,3.8233466,-1.63875008,0,0,0
894,5.591339343,-2.511441702,-18.32374983,2.478897142,-1.150435215,-13.93440184,2.478778468,-1.150691018,-8.113974494,1.949394449,-0.635291604,-0.240430101,-5.28281283,-5.067897779,41.88860683,-9.537061166,-9.211715845,42.27361268,-1.616861782,-0.258673973,-37.32778478,12.38005039,-3.347836235,-20.52871442,-14.6261328,106.6205376,-6.429352858,4.444483305,-3.315490128,-29.22773338,-19.91590838,3.943772615,-35.3251273,11.08952744,-9.527832224,-13.09131382,3.332254318,116.435699,0.141752473,4.479826923,12.04088576,-30.28493963,-4.843502284,-13.52449007,44.11345063,-3.763145511,-1.368124914,48.70945248,2.795920206,13.29414222,17.42186216,0,0,0,-5.647339645,7.171835142,47.85682854,5.74726487,-7.116782903,12.62852163,-20.08537371,3.671385292,-1.489318775,0,0,0
895,5.614313704,-2.353762875,-18.30375146,2.489913491,-1.080577051,-13.92737707,2.489795432,-1.080835963,-8.10693647,1.951340601,-0.582304117,-0.235316415,-5.291588089,-5.014245107,41.8174094,-9.559419336,-9.110406542,42.13674243,-1.703158957,-0.259788238,-37.34218838,12.54424672,-3.459177229,-20.82935817,-14.99031877,106.7180783,-6.445322193,4.549717653,-3.277271282,-29.37314837,-19.81101373,3.934863793,-35.31327459,11.22187215,-9.793410157,-13.61442446,2.98301152,116.5622573,0.426779874,4.531300686,11.83941259,-30.31165884,-5.220402651,-12.93591014,44.31589847,-3.827349787,-1.331954442,49.33958298,2.817228321,13.07888292,17.60954224,2.472269828,-0.051559159,-0.29044583,-5.478422515,7.266550117,47.23023532,5.914769254,-7.482716786,11.9175168,-19.83453639,3.512555531,-1.558079002,0,0,0
896,5.640452805,-2.185828324,-18.27022373,2.502348147,-1.006322339,-13.91449301,2.502238241,-1.006581346,-8.094052357,1.953953606,-0.525935652,-0.225841074,-5.299483545,-4.958882476,41.73264265,-9.58125421,-9.005123943,41.97433892,-1.773333531,-0.272557303,-37.36542733,12.74785925,-3.5475258,-21.09682813,-15.41198663,106.8195345,-6.445547985,4.600433338,-3.186504534,-29.48074188,-19.71846787,3.913428843,-35.31042162,11.33235858,-10.06618291,-14.07706965,2.673944696,116.6729403,0.640034508,4.718965753,11.55941878,-30.32720687,-5.528675926,-12.36397718,44.56390331,-3.9039293,-1.28345277,50.05549405,2.771259088,12.91418491,17.70754679,5.868062048,-0.118029934,-0.685835383,-5.32342612,7.338049405,46.69902787,5.976998439,-7.850607339,11.4557966,-19.60848218,3.362139096,-1.704121932,0,0,0
897,5.654500782,-2.042736154,-18.23953498,2.509296976,-0.943036888,-13.90266546,2.509199692,-0.94329585,-8.082238646,1.953470664,-0.478224626,-0.217171184,-5.306171185,-4.89918342,41.6634946,-9.599430566,-8.892661498,41.84041508,-1.868635458,-0.257055993,-37.38635699,12.99660068,-3.702852153,-21.37172721,-15.82087269,107.0127417,-6.441784761,4.673569078,-3.083369894,-29.52139881,-19.63008848,3.893776486,-35.30976463,11.43935942,-10.33677862,-14.5199337,2.343451688,116.8037026,0.846800335,4.876099451,11.40211239,-30.36708478,-5.792652531,-11.86094346,44.77376392,-3.995227004,-1.240274517,50.70751074,2.799276752,12.78065898,17.88136527,8.308171884,-0.160479909,-0.99203965,-5.176856196,7.429323038,46.26305428,5.937591845,-8.130417707,11.18682205,-19.27651051,3.150189858,-1.764096191,0,0,0
