Frame,L5S1 Lateral Bending,L5S1 Axial Bending,L5S1 Flexion/Extension,L4L3 Lateral Bending,L4L3 Axial Rotation,L4L3 Flexion/Extension,L1T12 Lateral Bending,L1T12 Axial Rotation,L1T12 Flexion/Extension,T9T8 Lateral Bending,T9T8 Axial Rotation,T9T8 Flexion/Extension,T1C7 Lateral Bending,T1C7 Axial Rotation,T1C7 Flexion/Extension,C1 Head Lateral Bending,C1 Head Axial Rotation,C1 Head Flexion/Extension,Right T4 Shoulder Abduction/Adduction,Right T4 Shoulder Internal/External Rotation,Right T4 Shoulder Flexion/Extension,Right Shoulder Abduction/Adduction,Right Shoulder Internal/External Rotation,Right Shoulder Flexion/Extension,Right Elbow Ulnar Deviation/Radial Deviation,Right Elbow Pronation/Supination,Right Elbow Flexion/Extension,Right Wrist Ulnar Deviation/Radial Deviation,Right Wrist Pronation/Supination,Right Wrist Flexion/Extension,Left T4 Shoulder Abduction/Adduction,Left T4 Shoulder Internal/External Rotation,Left T4 Shoulder Flexion/Extension,Left Shoulder Abduction/Adduction,Left Shoulder Internal/External Rotation,Left Shoulder Flexion/Extension,Left Elbow Ulnar Deviation/Radial Deviation,Left Elbow Pronation/Supination,Left Elbow Flexion/Extension,Left Wrist Ulnar Deviation/Radial Deviation,Left Wrist Pronation/Supination,Left Wrist Flexion/Extension,Right Hip Abduction/Adduction,Right Hip Internal/External Rotation,Right Hip Flexion/Extension,Right Knee Abduction/Adduction,Right Knee Internal/External Rotation,Right Knee Flexion/Extension,Right Ankle Abduction/Adduction,Right Ankle Internal/External Rotation,Right Ankle Dorsiflexion/Plantarflexion,Right Ball Foot Abduction/Adduction,Right Ball Foot Internal/External Rotation,Right Ball Foot Flexion/Extension,Left Hip Abduction/Adduction,Left Hip Internal/External Rotation,Left Hip Flexion/Extension,Left Knee Abduction/Adduction,Left Knee Internal/External Rotation,Left Knee Flexion/Extension,Left Ankle Abduction/Adduction,Left Ankle Internal/External Rotation,Left Ankle Dorsiflexion/Plantarflexion,Left Ball Foot Abduction/Adduction,Left Ball Foot Internal/External Rotation,Left Ball Foot Flexion/Extension
273,3.660685081,-0.411664623,-15.94765625,1.626237376,-0.22302019,-12.90954594,1.626214362,-0.22318798,-7.089116588,1.231208596,-0.023541836,0.522128731,-6.181337777,-3.438152968,39.30854405,-11.33923966,-6.069471802,37.37991289,0.38181438,3.645497962,-33.47377514,23.78629405,4.690739224,24.30665105,-23.50104354,88.91936565,37.66471992,12.07316183,8.96558814,-9.814966344,-16.91408445,1.256142319,-29.15448986,37.81222865,14.19682563,23.61245513,-21.36895946,116.0310822,36.31292525,16.96047926,35.27631608,-11.56422983,-10.65347541,9.256159193,43.69631887,2.52070058,11.2049263,14.99029421,-17.49954676,18.31040855,6.009136025,0,0,0,7.65246532,6.240658331,32.0748255,6.33151737,18.07782489,20.67645946,6.723589586,18.57505355,16.08460128,0,0,0
274,3.578540419,-0.421620851,-15.91875131,1.589495664,-0.226775159,-12.89677438,1.589475982,-0.226931693,-7.076351834,1.204165029,-0.0295854,0.531618482,-6.22859754,-3.417025399,39.25791623,-11.42731468,-6.026452297,37.2869916,0.321956007,3.708395241,-33.41531769,23.9105797,4.556512333,24.18655208,-23.55691539,88.84998912,37.84236036,12.10846789,8.980499609,-9.928386978,-16.85895126,1.250351083,-29.06737255,37.85323007,14.17838419,23.52806395,-21.47559107,116.2400291,36.21500823,17.00320126,35.45457032,-11.29818598,-10.47908398,9.592767857,43.15320276,2.557406138,11.14383195,15.21678665,-17.13137066,17.65897576,6.457227052,0,0,0,7.586432253,6.364890337,31.7459415,6.414639574,18.4676223,20.88666583,6.669786673,18.79289879,16.5067277,-0.025188188,2.36462E-06,0.020203119
275,3.490398251,-0.41733647,-15.88407876,1.550218374,-0.224170225,-12.88154144,1.550195673,-0.224323422,-7.061114945,1.17466562,-0.031130282,0.542947865,-6.277475733,-3.393874895,39.20799418,-11.51836337,-5.979537349,37.19515721,0.248529582,3.778339617,-33.33417219,24.03177337,4.410507137,24.04720571,-23.62536919,88.78116615,38.011527,12.13955823,9.01256329,-10.04812729,-16.77708795,1.218320594,-28.95152359,37.85255367,14.16510707,23.43654228,-21.54722233,116.4653524,36.07485954,17.09154001,35.63228556,-11.0148457,-10.24572602,10.00361815,42.4036304,2.552075852,11.12309383,15.00565624,-16.7985806,17.01016168,6.921877568,0,0,0,7.509128118,6.413961707,31.41384525,6.482370177,18.9014409,21.07948169,6.61512462,19.01994049,16.92970732,-0.050375745,3.20684E-05,0.040407024
276,3.408335803,-0.407124959,-15.8489303,1.513720918,-0.218992592,-12.86612773,1.513698321,-0.219148768,-7.045698066,1.147016766,-0.03052123,0.554413863,-6.325497654,-3.375114166,39.12117777,-11.61077308,-5.936764839,37.03447287,0.187102515,3.828856216,-33.25005754,24.13793323,4.307587746,23.95393641,-23.69456398,88.71747848,38.16686912,12.16924175,9.031434803,-10.156743,-16.70278529,1.180992545,-28.83482186,37.84064035,14.29060192,23.31438709,-21.48000916,116.471834,36.01335372,17.20559133,35.78671192,-10.70525807,-9.905562235,10.44497761,41.6016922,2.476833462,10.91448212,14.61195433,-16.47849528,16.58894047,7.176103709,0,0,0,7.371939025,6.500377205,31.16350986,6.553794573,19.28582785,21.36198013,6.524714484,19.20323286,17.32650843,0,0,0
277,3.338867706,-0.397481606,-15.81382812,1.482834137,-0.214182661,-12.85070679,1.482814831,-0.21433541,-7.030274296,1.123584284,-0.029682429,0.565900831,-6.374362396,-3.364212727,38.96920539,-11.7092111,-5.903006668,36.7530528,0.154182444,3.842139878,-33.16501496,24.23187175,4.275299173,23.93473191,-23.77347868,88.65715316,38.3058574,12.19408498,9.023401374,-10.24850575,-16.65712194,1.146584981,-28.72273807,37.85423467,14.697105,23.15299351,-21.22077824,116.0619173,36.12669103,17.31392897,35.92474561,-10.3646651,-9.3992036,10.96191134,40.76388667,2.292884102,10.36980637,14.05415267,-16.12096207,16.49129208,7.137043893,0,0,0,7.135961317,6.67857989,31.03641889,6.643876224,19.59704832,21.79244298,6.387899233,19.30168619,17.67717002,0.174239299,0.000125256,-0.148790396
278,3.275456481,-0.382292563,-15.77859297,1.454703411,-0.206957215,-12.83525389,1.454683628,-0.207103747,-7.014818272,1.101987757,-0.0267971,0.577414589,-6.424374468,-3.357649526,38.78045803,-11.81173941,-5.875007291,36.40371936,0.133684164,3.836565935,-33.07780447,24.31188572,4.28675569,23.96229576,-23.85370021,88.60182282,38.4310816,12.21841508,9.001752308,-10.32963333,-16.61896346,1.106171352,-28.61028267,37.85984965,15.24676371,22.96690496,-20.82574665,115.4328647,36.3088996,17.44620603,36.04128167,-9.996652594,-8.782387817,11.50056719,39.87404731,2.048417646,9.635738866,13.30759293,-15.78456003,16.61482411,6.894768949,0,0,0,6.836161826,6.891308781,30.98905451,6.739059374,19.85887309,22.31307572,6.216395066,19.35748549,18.00127071,0.423788448,0.001078442,-0.3584965
279,3.210345477,-0.350965045,-15.74754415,1.426008074,-0.192501129,-12.82178603,1.42598821,-0.192648252,-7.001356142,1.079338247,-0.018577151,0.587411157,-6.470689061,-3.351492983,38.60217595,-11.90645856,-5.848747727,36.07354257,0.101611058,3.840134417,-33.00332522,24.3600324,4.315478581,24.01962655,-23.8975019,88.56213149,38.54378379,12.2570666,8.976608362,-10.40107051,-16.5586519,1.054732526,-28.5097687,37.78162101,15.65109632,22.76330134,-20.35766834,114.9384089,36.38277864,17.67358541,36.09608744,-9.603250338,-8.182118225,11.87673216,39.03730374,1.829565042,8.927288149,12.56440346,-15.61855549,16.8826348,6.483638782,0,0,0,6.534241793,7.083140566,30.97997602,6.815056902,20.04963895,22.85717735,6.009147914,19.44240431,18.33039434,0.679029989,0.002740374,-0.546803836
280,3.135704691,-0.2966034,-15.71982741,1.393348071,-0.167642354,-12.80994761,1.393335175,-0.167785331,-6.989516366,1.052832905,-0.002942047,0.596166145,-6.510407751,-3.349267029,38.43296948,-11.98913797,-5.829218606,35.75981843,0.063994097,3.865980247,-32.95307079,24.37251587,4.350899545,24.10590658,-23.89241578,88.54095325,38.66946201,12.30115355,8.955635176,-10.4604734,-16.45847271,0.986834611,-28.43237631,37.53580057,15.75927328,22.49578133,-19.79167992,114.7363544,36.31551239,18.05141536,36.0800672,-9.179319766,-7.601087617,12.0142577,38.2744414,1.647685137,8.295030159,11.81961159,-15.80733339,17.3373477,5.767281303,0,0,0,6.223147204,7.223336051,30.996522,6.858143351,20.1671843,23.40993418,5.78314537,19.59229046,18.70667813,0.896797258,0.004022198,-0.647713425
281,3.05917511,-0.226142763,-15.69591402,1.36003731,-0.135551192,-12.79987877,1.360030164,-0.135685218,-6.979440706,1.025207749,0.018036057,0.603587452,-6.545981748,-3.347251671,38.27397328,-12.06392441,-5.810930207,35.46505554,0.014066959,3.901026921,-32.91528853,24.35381152,4.403975578,24.2229191,-23.85163693,88.53720891,38.78088004,12.35992332,8.931333708,-10.51032016,-16.33535835,0.907995103,-28.36621973,37.20463043,15.72114062,22.20333931,-19.15064873,114.6626595,36.15255752,18.52273267,36.00453627,-8.725411865,-7.03961488,11.99210562,37.5663923,1.483339735,7.691357896,11.07973108,-16.15448641,17.93979691,4.873127235,0,0,0,5.909139618,7.341505633,31.05193997,6.880038264,20.21533102,23.98725429,5.520829162,19.77111169,19.08673055,1.120396952,0.005129993,-0.727245325
282,2.996042291,-0.149524579,-15.68230399,1.332767327,-0.100816691,-12.79440973,1.33275692,-0.100954191,-6.973979627,1.00184167,0.041506123,0.607547027,-6.578398236,-3.331042834,38.17613728,-12.12809326,-5.773093021,35.28326738,-0.091389071,3.933726622,-32.86874146,24.29799719,4.480106843,24.35773199,-23.77644876,88.55459946,38.80014252,12.4753943,8.892013843,-10.55895856,-16.21176271,0.829847787,-28.28882394,36.95829463,15.69243413,22.01647663,-18.56917838,114.5901728,35.83738703,18.99050698,35.86088811,-8.251439237,-6.623432948,11.86966643,36.95840101,1.365039599,7.187076266,10.55763653,-16.24901159,18.48383005,4.241497555,0,0,0,5.674865994,7.474274104,31.14586328,6.893334801,20.18205216,24.56862192,5.169918576,19.94312232,19.37295198,1.409782034,0.007776455,-0.901278448
283,2.951632108,-0.059871606,-15.68508794,1.314005628,-0.06038732,-12.79628229,1.313994099,-0.060531114,-6.975867558,0.984319072,0.069977804,0.605995677,-6.616624615,-3.289192827,38.15793503,-12.19648602,-5.694037836,35.24788043,-0.299852764,3.981907709,-32.79616988,24.21907439,4.591387336,24.50298225,-23.65909952,88.58527575,38.70587999,12.71169839,8.833097418,-10.61676527,-16.1036769,0.749778688,-28.18380724,36.90831034,15.69675735,21.99845873,-18.12565464,114.4712493,35.28494122,19.55986068,35.59725684,-7.741743582,-6.437237484,11.61732068,36.4880527,1.332245731,6.859121282,10.39087683,-15.86625014,18.88726554,4.128678812,0,0,0,5.569480856,7.590363688,31.25358811,6.908605937,20.08364128,25.10074553,4.725554575,20.11345338,19.5846372,1.740439113,0.012385189,-1.147599347
284,2.92020041,0.03613438,-15.69862993,1.301114716,-0.017188226,-12.80292341,1.30111112,-0.017326647,-6.982507251,0.970938121,0.101055098,0.600897313,-6.649107696,-3.233497331,38.2008527,-12.25035322,-5.593470104,35.32416202,-0.563418714,4.027517494,-32.71260499,24.10251371,4.725516702,24.66558182,-23.5076776,88.63328764,38.52070585,13.00543357,8.761666907,-10.67331868,-15.99555125,0.670342226,-28.06780259,36.93962005,15.7059635,22.08711146,-17.74072477,114.363691,34.57425897,20.12364227,35.2714412,-7.205994858,-6.395917128,11.27511777,36.12207832,1.339031993,6.627917555,10.44430625,-15.24316191,19.23094768,4.290972687,0,0,0,5.543394661,7.72132829,31.40231083,6.912498962,19.90519496,25.63811062,4.194404717,20.28058707,19.70009356,2.135742659,0.020469942,-1.489613967
285,2.900499235,0.108201926,-15.71243729,1.293168183,0.015219226,-12.80949214,1.293169746,0.015085812,-6.989061958,0.962182344,0.124524476,0.595903282,-6.64519769,-3.184589259,38.29988578,-12.23515413,-5.512239891,35.50326287,-0.782194942,4.005365953,-32.6454986,23.89967218,4.850688363,24.85484029,-23.34716598,88.71776381,38.23346613,13.20734983,8.68129686,-10.70586032,-15.86266859,0.610982101,-27.96761333,36.88304244,15.79492035,22.22461785,-17.31461998,114.2966657,33.89097921,20.26985059,35.0375879,-6.699797322,-6.369152125,11.00829069,35.79636368,1.285608305,6.331122462,10.52025518,-14.67050125,19.54360763,4.428884411,0,0,0,5.529244005,7.997414923,31.67093807,6.880750002,19.5891429,26.32236832,3.544438738,20.40492942,19.55963863,2.725340407,0.040578914,-2.113556168
286,2.896609215,0.142412897,-15.72536737,1.291823488,0.030571642,-12.81544329,1.29182349,0.030434926,-6.995010291,0.959831523,0.135852423,0.591406009,-6.585974325,-3.143474403,38.48658126,-12.11457568,-5.455834834,35.84376335,-0.921111314,3.870043458,-32.60140688,23.5478032,4.958240998,25.09209505,-23.15854254,88.87397746,37.78016072,13.24784831,8.583322218,-10.71357545,-15.67607161,0.578460948,-27.88888324,36.65098265,16.00355511,22.38366088,-16.81822394,114.3003602,33.33019538,19.68589979,34.95972482,-6.281047287,-6.319418705,10.8729497,35.4818882,1.126179417,5.923681566,10.56564426,-14.22617036,19.81376762,4.428641563,0,0,0,5.503186555,8.566591725,32.12275293,6.771012382,19.06814111,27.26918862,2.744440742,20.4304711,19.05420168,3.606912196,0.090158324,-3.177347393
287,2.904418864,0.152617437,-15.73939277,1.295422261,0.035113953,-12.82174608,1.29542314,0.034976196,-7.001318676,0.962114457,0.139564209,0.586666741,-6.48842376,-3.108820787,38.72801911,-11.92143281,-5.41497043,36.28439339,-1.015905873,3.667148651,-32.57482096,23.10994481,5.055101493,25.35681577,-22.95815701,89.06100017,37.22662267,13.19677228,8.472363998,-10.69713914,-15.46438963,0.566072484,-27.82473027,36.32997889,16.28818432,22.58775045,-16.28095789,114.3382551,32.8006026,18.68977326,34.97211697,-5.90232192,-6.28261449,10.81454082,35.20505163,0.904919531,5.452014937,10.62945988,-13.83062026,20.05070671,4.400913481,0,0,0,5.479016825,9.278614158,32.69759554,6.616869287,18.41692639,28.3647513,1.831713874,20.43645633,18.29003899,4.671512688,0.178598109,-4.533114193
288,2.910622888,0.15006716,-15.74861455,1.298162508,0.033973738,-12.82582195,1.298166005,0.033839808,-7.005391776,0.964258531,0.138969198,0.583620922,-6.377470962,-3.097842836,38.92239115,-11.70777992,-5.411709785,36.63792752,-1.073597153,3.468239311,-32.57651936,22.72658387,5.13425253,25.59676549,-22.82645834,89.18841779,36.7543727,13.11371048,8.370102541,-10.636391,-15.28886734,0.572925346,-27.78365048,36.0128152,16.59863209,22.85469636,-15.6919186,114.3321394,32.2101486,17.81624907,35.02977389,-5.467928456,-6.237850668,10.8299888,34.98132362,0.657561646,4.894359756,10.66510185,-13.5351286,20.3109076,4.379569079,0,0,0,5.450361516,9.815816873,33.28688479,6.515972911,17.78554256,29.40649281,0.884316463,20.5839636,17.42611918,5.741245325,0.294397816,-5.906566244
289,2.906134691,0.133410569,-15.74773966,1.295977662,0.02661164,-12.82531147,1.295982938,0.026483102,-7.004869406,0.963278423,0.13329893,0.584033894,-6.245527619,-3.117991974,39.03141885,-11.46252039,-5.45965186,36.83404121,-1.087752089,3.306070738,-32.62858426,22.43993869,5.176594748,25.8000615,-22.79481609,89.21864077,36.4271783,12.97798953,8.275125185,-10.48649669,-15.16837786,0.588892344,-27.78064652,35.70662971,16.95305461,23.25177569,-15.02982309,114.2278084,31.49475097,17.18130462,35.15112081,-4.886906715,-6.164172223,10.97800756,34.83001638,0.365034621,4.171816219,10.66481981,-13.38387736,20.62986868,4.383163281,0,0,0,5.434666522,10.05887384,33.855068,6.51166182,17.14842887,30.33156112,-0.105347123,21.01650838,16.47034009,6.779722912,0.428922939,-7.235208657
290,2.900242374,0.103914184,-15.74209748,1.293018625,0.013508761,-12.82262533,1.293022853,0.013380535,-7.002183446,0.962221634,0.123271938,0.586074013,-6.102047792,-3.16183355,39.09297509,-11.20000534,-5.548563385,36.94346683,-1.066195948,3.147628424,-32.71053267,22.20780441,5.202899369,25.97910606,-22.83408662,89.19440616,36.18008034,12.809934,8.187444606,-10.2926709,-15.08326612,0.623971425,-27.80195392,35.40216808,17.33095584,23.71054358,-14.3178361,114.0772332,30.71594408,16.66675947,35.31699058,-4.254604102,-6.080248944,11.20130864,34.72981319,0.048860593,3.362848393,10.63164379,-13.33396068,20.97485321,4.390014559,0,0,0,5.420845294,10.12689801,34.43403199,6.570714634,16.52292054,31.20231207,-1.10195593,21.59941473,15.39774379,7.821622071,0.588037888,-8.583896394
291,2.907159783,0.076812213,-15.74154804,1.295790005,0.001349461,-12.82222867,1.295790137,0.001215776,-7.001798492,0.965347364,0.114447323,0.586387361,-5.998776341,-3.224756455,39.12054399,-11.01302346,-5.668447093,36.99378161,-1.03674245,2.965993634,-32.768849,22.04370188,5.266960199,26.11746309,-22.93667968,89.14992044,35.99972561,12.73037569,8.133815104,-10.1693476,-15.03731273,0.707330098,-27.81364331,35.17079583,17.63065979,24.05072147,-13.61138612,113.9617419,29.97034132,16.45677215,35.42489255,-3.747119878,-6.025284029,11.32211009,34.63697898,-0.192560222,2.681523294,10.54229861,-13.30589686,21.30061907,4.375092916,0,0,0,5.367597441,10.06014999,35.01371244,6.685602864,16.1160277,32.00170477,-1.979834927,22.05446502,14.3287302,8.803482038,0.761037232,-9.862356137
292,2.935708422,0.058515733,-15.75226573,1.308300789,-0.007059686,-12.8268745,1.308297186,-0.007198572,-7.006452035,0.975400461,0.109282027,0.582931804,-5.967033445,-3.315124337,39.10635999,-10.95927316,-5.833232874,36.97379996,-0.998210299,2.7378942,-32.77705259,21.95569025,5.404706421,26.19239704,-23.13026707,89.08779549,35.90406872,12.81597756,8.130397393,-10.18942375,-15.04115736,0.859097298,-27.7953225,35.0657558,17.80814004,24.16732773,-12.92745067,113.9192422,29.30154283,16.69191126,35.42880074,-3.464942885,-6.02920087,11.26946757,34.53627492,-0.310525903,2.234166452,10.37641433,-13.24353585,21.5716835,4.327316183,0,0,0,5.273681806,9.807562047,35.59265699,6.944577551,16.08104028,32.72214968,-2.722225716,22.31131774,13.25163542,9.722350643,0.95877192,-11.18257507
293,2.976906671,0.042739108,-15.76837112,1.326482006,-0.01444419,-12.8339072,1.326477945,-0.014584147,-7.013482346,0.98959257,0.10538879,0.577708635,-5.976455936,-3.424723488,39.0594557,-10.98305804,-6.030389097,36.89810582,-0.950924066,2.48680675,-32.76157597,21.93509042,5.579503569,26.22505132,-23.38763663,89.00728028,35.87559224,12.98905859,8.164418029,-10.27931772,-15.08468219,1.059052081,-27.76797383,35.03774831,17.91436816,24.17071458,-12.2489864,113.9088887,28.66748596,17.23397293,35.36556482,-3.302574904,-6.063068599,11.11456438,34.44574976,-0.352275512,1.915209902,10.16307861,-13.20285173,21.822738,4.259174471,0,0,0,5.144667397,9.419860137,36.17004077,7.265725403,16.25907067,33.3651768,-3.370260575,22.42385099,12.19509056,10.5817074,1.165654133,-12.43114549
294,3.018214517,0.025676812,-15.78162376,1.344700148,-0.02241361,-12.83965631,1.344697829,-0.022552342,-7.019226248,1.003866789,0.101063979,0.57345439,-5.985493855,-3.524230805,39.01870081,-11.00552067,-6.209692258,36.8330776,-0.924511471,2.256175896,-32.74742689,21.97020374,5.736134761,26.26453377,-23.61868059,88.93658712,35.8468992,13.13904537,8.219869042,-10.33350521,-15.14054556,1.275911588,-27.75939334,35.00579854,17.99214274,24.20502955,-11.5789721,113.8956805,28.03793425,17.85053462,35.26009982,-3.121507688,-6.078438216,10.89211286,34.3725508,-0.364532573,1.62079668,9.957181298,-13.27181262,22.11339931,4.181478618,0,0,0,4.946625364,9.089288723,36.73781552,7.380819548,16.39224014,33.9337492,-3.911486523,22.27851046,11.35322994,11.33180453,1.313282563,-13.1792608
295,3.056899077,0.005510335,-15.79093471,1.361709836,-0.031767339,-12.84363949,1.361705857,-0.031908848,-7.023210193,1.017357926,0.095592494,0.5705177,-5.984196566,-3.6063339,38.99453607,-11.00756957,-6.358324457,36.79627086,-0.934250896,2.049716642,-32.7407527,22.07799555,5.859649163,26.32334071,-23.8102622,88.87111774,35.80430382,13.23118554,8.304653092,-10.29511331,-15.20808979,1.522096425,-27.78658624,34.95587734,18.02630381,24.30090126,-10.90156818,113.8618775,27.39458422,18.56254115,35.08657055,-2.866098134,-6.054416335,10.58300675,34.31920401,-0.342989703,1.316194126,9.768628332,-13.51255289,22.48524272,4.087554948,0,0,0,4.661542257,8.882276636,37.33181977,7.18558878,16.48899214,34.50219672,-4.367277744,21.75008126,10.82921462,12.02142942,1.342858972,-13.15257433
296,3.095775426,-0.015976339,-15.79740861,1.378788466,-0.041729576,-12.84635076,1.378782003,-0.0418745,-7.025922601,1.030952901,0.089670139,0.568536984,-5.982221643,-3.678405313,38.97650333,-11.00765928,-6.489004046,36.7697962,-0.964929742,1.863801165,-32.73472237,22.24157177,5.965275075,26.38901022,-23.97555847,88.81565041,35.76086668,13.29980417,8.410014361,-10.22124133,-15.28707725,1.785631257,-27.8329752,34.90164809,18.03118645,24.42685334,-10.2313054,113.8260099,26.75675318,19.34757524,34.87247583,-2.589264745,-6.012011263,10.20636121,34.28344735,-0.292754076,1.035878619,9.588670607,-13.86269938,22.89752564,3.979658791,0,0,0,4.305348053,8.730357483,37.91597407,6.778729077,16.54212534,35.0048093,-4.728638707,20.94248395,10.53857615,12.63128018,1.282261844,-12.62494304
297,3.130766352,-0.037295358,-15.79590916,1.394137894,-0.051618128,-12.84551643,1.394132562,-0.051761963,-7.025086492,1.043258213,0.083649507,0.569217365,-5.966785877,-3.733226291,38.97151333,-10.9819108,-6.589513703,36.76512351,-1.000734687,1.730736889,-32.7351384,22.39853213,6.043557567,26.47364125,-24.06405002,88.8121151,35.68766108,13.33900755,8.493331,-10.17766588,-15.35079254,1.998555538,-27.87554299,34.80260803,18.09200743,24.6326096,-9.616269634,113.8106799,26.15044553,19.90925095,34.73076727,-2.314451559,-5.964696258,9.854210462,34.26373575,-0.274638463,0.778666011,9.442311767,-14.22362736,23.28638032,3.882823828,0,0,0,3.893811667,8.625268577,38.37523251,6.189241866,16.27314814,35.23375533,-4.92866627,20.08278873,10.38547458,13.00625666,1.197776429,-11.98664753
298,3.158464855,-0.057661109,-15.78098733,1.406241235,-0.061089833,-12.8387276,1.406238432,-0.061231106,-7.018296079,1.053110776,0.077643011,0.574356718,-5.929184758,-3.763885172,38.98990599,-10.91353591,-6.64804437,36.79989113,-1.036869095,1.675825957,-32.74896022,22.53319748,6.086130195,26.59449858,-24.04310025,88.89125467,35.55156218,13.32140648,8.51935817,-10.18550691,-15.38907496,2.126833066,-27.90782759,34.62742577,18.25190555,24.95338715,-9.071115747,113.8513406,25.59381538,20.05317407,34.7150583,-2.055577257,-5.904058591,9.558567235,34.27173874,-0.325438983,0.555096182,9.372269377,-14.57480081,23.63204338,3.814744114,0,0,0,3.414747004,8.624393824,38.65014879,5.381446648,15.54638224,35.08964995,-4.909614256,19.19634077,10.41999969,13.03907103,1.106467794,-11.28185046
299,3.182455013,-0.077947237,-15.75790656,1.416680539,-0.070550782,-12.82831779,1.416676191,-0.070693998,-7.007887513,1.061717265,0.071483341,0.582204574,-5.877819731,-3.77724405,39.02116273,-10.81866037,-6.675859919,36.85547962,-1.077948139,1.6737648,-32.76983776,22.66164579,6.101921101,26.73463484,-23.94526625,89.02196902,35.38459935,13.27504157,8.522537074,-10.22357498,-15.41237512,2.2043446,-27.9361681,34.4056766,18.46498551,25.35166715,-8.580168987,113.9161692,25.06931405,19.97553511,34.77252128,-1.8024406,-5.837316299,9.287873107,34.29466618,-0.408689578,0.353737205,9.336062361,-14.93698396,23.95428833,3.759029629,0,0,0,2.881801799,8.674933502,38.79980536,4.39738936,14.49479028,34.64389712,-4.714364305,18.26617235,10.59744346,12.85555768,1.000255211,-10.44459805
300,3.209102795,-0.0991271,-15.73758235,1.428290396,-0.080426757,-12.81912002,1.428282092,-0.080574117,-6.998690163,1.071228703,0.065116342,0.589148099,-5.825707178,-3.786746828,39.04087615,-10.7230731,-6.695605907,36.88902245,-1.12225182,1.680912273,-32.78391912,22.76891486,6.107062254,26.85493402,-23.81785314,89.15381555,35.25521706,13.27728303,8.564873954,-10.29463318,-15.42538525,2.264723911,-27.9564707,34.18837739,18.68356724,25.76875573,-8.146683555,113.927908,24.54797164,19.96626405,34.85658984,-1.542817142,-5.801690173,9.038598328,34.29430417,-0.474650852,0.14054593,9.230509389,-15.2738618,24.24749806,3.6931222,0,0,0,2.35072316,8.605289305,38.88865133,3.382198345,13.24434663,33.9430153,-4.427201495,17.4522123,10.66715224,12.62483575,0.919177094,-9.70157998
301,3.242154878,-0.121901645,-15.72350467,1.4427408,-0.091039179,-12.81267715,1.442730552,-0.091188543,-6.992247182,1.082923418,0.058459061,0.594034229,-5.775537907,-3.795805635,39.04380954,-10.63212792,-6.71347429,36.89152889,-1.172231382,1.686742385,-32.78093109,22.84428491,6.098021728,26.93198945,-23.65873557,89.27416712,35.18677385,13.35594784,8.699260231,-10.40197501,-15.42661992,2.31670308,-27.9652113,33.98853158,18.89639841,26.20244118,-7.784302058,113.8381372,23.9937843,20.1214688,34.96362964,-1.260127151,-5.817486271,8.804814001,34.25952136,-0.50021274,-0.096799617,9.030390762,-15.57124059,24.51157768,3.620073352,0,0,0,1.844129981,8.358033815,38.92169255,2.369280833,11.81576184,32.92973706,-4.07588842,16.81146684,10.55435218,12.37612369,0.888850514,-9.167734134
302,3.277798092,-0.145511553,-15.7122032,1.458339193,-0.102032687,-12.80745773,1.458328554,-0.102182936,-6.987028608,1.095508712,0.051622872,0.598005566,-5.724863558,-3.801029731,39.03527118,-10.54091731,-6.723655194,36.8722137,-1.22523809,1.701806253,-32.77113589,22.89820884,6.077816881,26.98937456,-23.46999398,89.39641702,35.15564792,13.48294229,8.872917309,-10.54247446,-15.41777188,2.351444038,-27.96581346,33.79249276,19.11474777,26.6549257,-7.479907353,113.6971613,23.44068661,20.34374492,35.09707054,-0.969425233,-5.86517139,8.592369469,34.2019068,-0.507383525,-0.345389549,8.761111537,-15.84366131,24.74567235,3.538983921,0,0,0,1.339870847,7.993062822,38.89664226,1.341568793,10.18870109,31.64239592,-3.625470975,16.28667916,10.34053878,12.06891636,0.879369558,-8.718626121
303,3.310978274,-0.168699226,-15.70417649,1.472846905,-0.11279006,-12.80369345,1.472835262,-0.112942019,-6.983263705,1.107259614,0.044869018,0.600885908,-5.679208843,-3.805743145,39.00677612,-10.46024957,-6.731346491,36.81601311,-1.272106529,1.714076506,-32.77136334,22.94730753,6.072088014,27.05822912,-23.30530317,89.50979484,35.15958679,13.65136555,8.98939992,-10.71012105,-15.40822378,2.376255417,-27.96466782,33.61268397,19.32726639,27.07614291,-7.196912107,113.5746647,22.96459071,20.63276608,35.2204155,-0.704132523,-5.922923123,8.415170111,34.11753615,-0.51326863,-0.601070613,8.395313758,-16.09776528,24.94257854,3.421997098,0,0,0,0.825933974,7.51309555,38.86858215,0.357381772,8.433325741,30.28537164,-3.069213716,15.85385748,10.00734809,11.76069955,0.849563498,-8.234670134
